"Title","Authors","Abstract"
"Modeling user’s queries for an online information retrieval system: a librarian’s experience and perspectives","Elizabeth LaRue, head, Reference, and head, Center for Academic Information Technology, Columbia University, New York","Purpose: To inform designers, of the computer-based query interface, in the "art" of the reference interview by using information drawn from experience and research. Setting/Subjects: New York Presbyterian Hospital and Columbia University Health Sciences computer scientists, medical informatics faculty, physicians, and computer science students. Methodology: Conducting a systematic literature review and literature summation, establishing query categories, formulizing MEDLINE searches, then formal classroom instruction on the reference interview and types of queries. Results: The art of the reference interview needs to be understood by all parties developing the online information retrieval system. The process a librarian uses when presented with a query, when analyzed and interpreted, can significantly aid in the design of computer interfaces that are intended to emulate an interactive query process. The librarian’s multi-step process for soliciting information replicated through a well-designed computer interface guides the user along a pathway to rich information resources. The information retrieval system works best with short answer questions. Discussion/Conclusion: Building a computerized health information retrieval system requires knowledge of the librarians’ skills in conducting reference interviews. The user interface must replicate the reference interview to find the correct information desired by the user. Knowing the types of questions asked at a medical library reference desk and what information sources are used to complete the reference interview form the main components in the computerized retrieval system."
"Improving access to consumer health information in our community: developing tools and training to support public librarians and increasing public awareness of the role of the public library and the academic health sciences library","Rachael K. Anderson, AHIP director emerita; Jeanette C. McCray, AHIP, deputy director; Gerald J. Perry, AHIP, head, Information Services; Patricia A. Auflick, access services librarian; Joan B. Schlimgen, head, Access Services; Arizona Health Sciences Library, University of Arizona– Tucson; Joan Biggar, managing librarian; and Karen Greaber, reference librarian; Tucson-Pima Public Library, Tucson, AZ","Consumer Health Information Links for Éveryone (CHILÉ), a consumer health information project funded by the National Library of Medicine (NLM), focuses on creating better access to authoritative health information tailored to our community’s needs by developing a partnership between the local public library and the academic health sciences library. Building on the strengths of each library, the CHILÉ project has collaboratively developed tools that support the public librarian as the first point of contact for consumers, including (1) a consumer health information Web page featuring MEDLINEplus and health issues important to our community and (2) a Web-accessible database of local organizations with health information resources open to the public. Training for public librarians in the using NLM’s MEDLINEplus and PubMed, conducting health information reference interviews, and evaluating Web-based consumer health information tools, and other topics of local interest has been developed. The partnership positions the academic health sciences library to back up the reference work of front-line public librarians by providing in-depth referral and consultation services and streamlined document delivery. There is an ongoing commitment to sharing sessions between the public and health sciences librarians and future workshops are envisioned. A key ingredient in the success of this project is the broadly based public relations campaign developed to reach consumers and health care providers. This poster will highlight the tools, training, and public relations materials developed for CHILÉ."
"MEDLIB-L and the Doctor’s Names List","Mari Stoddard, head, Education Services, Arizona Health Sciences Library, University of Arizona–Tucson; Kathy Tacke, library manager/ telecommunications coordinator, Professional Library, Memorial Hospital of Sweetwater County, Rock Springs, WY; and Jeff Middleton, support systems analyst, Arizona Health Sciences Library, University of Arizona–Tucson Z","Some people say that librarians are humorless. The Medical Libraries Discussion List (MEDLIB-L) proves that medical librarians, at least, are not. For in March 1998, more than fifty librarians participated in a month-long discussion of the odd, but appropriate, names of health care providers. It started on March 4. Dalia Kleinmuntz, AHIP, posted "CHAT: What’s in a name?" citing Dr. Polymeropoulos, a specialist in Polymorphism. Michelynn McKnight, AHIP, responded with an optometrist, Dr. Seymour Landa. A true librarian, Ellen Rothbaum, AHIP, contributed a MEDLINE search on the subject, possibly prompted Sharon Thomson’s submission of the Drs. Medline. Soon, names were flying. Some of the simpler examples were Dr. Kutteroff, surgeon; Dr. Aikenhead, allergist; and Dr. Looney, psychiatrist. Pediatricians produced the charming Dr. Sno White and the youthful Dr. Kidd. In comparison, dentists had Drs. Drewel, Nasti, Harm, and Yowl. The ubiquitous Drs. Pain, Paine, and Payne seemed to appear in every specialty. Less delicate examples included the urologists Dick Tapper, Splatt, and PP, while the OB/GYNs had Drs. Nippel, Hatcher, Hooker, and Finger. By April 1, more than 100 entries had been submitted. Gillian Goldsmith, MEDLIB-L coordinator, called a halt. Kathy Tacke collected the list of submissions, and Mari Stoddard put them on the Web. Since April 1998, the "Doctor’s (and other health care practitioners) Names List" has resided at educ.ahsl.arizona.edu/mla/doctor.htm. More than sixty newspaper articles and radio shows, and even one television segment, have featured it. Enhancements include artwork and another 200 names beyond the original 100, but its core remains the work of one mad March in MEDLIB-L."
"Using a virtual tour to integrate the physical and digital images of a library","Vickie Bady, administrative assistant; Rebecca N. Jerome, coordinator, Clinical Informatics Consult Service; Marcia Epelbaum, assistant director, Library Operations; Mary Teloh, area coordinator, Historical Collections; Frances H. Lynch, AHIP, associate director; and Nunzia B. Giuse, M.D., director; Eskind Biomedical Library,Vanderbilt University Medical Center, Nashville, TN","Purpose: Present a model for a balanced and complete representation of the library that accommodates all its physical and digital aspects. Brief Description: Libraries have traditionally utilized the physical library tour as a vehicle for promoting services and resources to both current and prospective users. However, the complexity of imparting a coherent and balanced view of the library, independent of presenter, remains a significant limitation of this model. With the capacity to provide objective representation of services and resources via standardized content, the virtual tour serves as a mechanism to overcome this challenge. In addition, the virtual tour allows seamless integration of the digital library, a resource that has proved more difficult to accommodate via the physical tour model. With this in mind, this academic health sciences library created a team representing all focus areas to develop a virtual tour. Existing library guides, Web pages, and other publications provided an opportunity to reuse and repackage previous efforts to create the tour’s content and design. The team created a Web template for the tour pages and used the QuickTime Virtual RealityTM software to link tour text with panoramic views of key library areas. The team has also incorporated emulation of the interactivity feature of the physical tour into the design of its virtual counterpart. The tour content, comprised of concise descriptions, is integrated via hyperlinks to the library’s Web pages for further investigation into areas of particular interest. In addition, hyperlinks to our electronic reference and information services provide the opportunity for the user to register any additional questions. Through these linkages, the tour continues to provide an in-depth orientation for users. Evaluation Method: Increased access and overall awareness of library services will be reflected via access statistics and decrease in requests for physical tours."
"Internet training and electronic document delivery to rural health care practitioners in Minnesota: summary and impact","Vicki L. Glasgow, head, BioMedical Information Service, and Dawn Littleton, AHIP, coordinator, Education Technology, Bio-Medical Library, University of Minnesota–Minneapolis","In January 2000, an outreach project funded by the Greater Midwest Region of the NN/LM was undertaken by the University of Minnesota’s Bio-Medical Library. The goal of this project was two-fold: (1) to increase rural health care practitioner’s skills in using PubMed, MEDLINEplus, and Loansome Doc and (2) to determine what impact electronic document delivery might have on Minnesota rural health professionals’ use of information. A series of workshops on PubMed, MEDLINEplus, and Loansome Doc were presented in selected areas in northeast and west central Minnesota. Sites were chosen in partnership with the Minnesota Center for Rural Health and librarians at medical centers in Duluth and Fergus Falls, MN. Hands-on, "house-call" sessions were also offered to interested health professionals, both in lieu of and in addition to more traditional workshop-format training. Changes in rural health professionals’ Internet use patterns were studied by comparing results of a survey conducted in our project with the results of a study published in 1996. In this poster presentation we will highlight outcomes of our project regarding: 1. Summary of offsite training sessions on PubMed, MEDLINEplus, and Loansome Doc to nursing, medical, and allied health staffs. 2. Technical support and hardware available for such rural training sessions. 3. Provision of customized training house calls as a follow up or in lieu of attendance at training sessions. 4. Provision of documents to the health care professionals via email or the Web. Finally, a summary of the impact of the project on health practitioners’ knowledge and usage of Internet resources will be provided."
"Integrating Websites into the library’s Web-based catalog: searchers dream come true or a cataloger’s nightmare?","Cathy C. Montoya, director, Learning Resources Center, Baylor College of Medicine, Houston, TX; Karen Mast, project intern, University of North Texas–Denton; and Loan Nguyen, library specialist, Learning Resources Center, Baylor College of Medicine, Houston, TX","Can the dynamic nature of the Web be cataloged like other types of media? Can cataloging Websites and creating instant links be a learning resource for students searching for fast access to credible material or is cataloging Web sites a cataloger’s nightmare? The Learning Resource Center (LRC) gateway Websites were previously organized into categories intended to be a resource to medical students involved in Integrated Problem Solving (IPS) course, a problem-based learning class. Students reported that the categories sometimes made it difficult to locate Websites of interest and Web usage statistics supported those statements. In a pilot project to determine the usefulness of including Websites as cataloged resources, the LRC embarked upon the project with 100 Websites. The goal of the project was to provide live links from the LRC’s Web-based catalog to Websites that had been cataloged in the LRC ‘s standard catalog guidelines. Because Websites can lack the credentials of a printed book or reputable software, inclusion of the Websites into the catalog must be approached with attention to the quality of the Website. Each Website needs to be evaluated based on not only the LRC’s collection development policy but also a standard that is set for Websites. The Health On The Net Foundation has a Code of Conduct that provides guidance to evaluating health and medical related Websites. It is in the best interest of the LRC to include only those Websites that have the potential of remaining updated and contain authoritative information. Potential problems areas to be explored with this project include: 1. Website evaluation process 2. collection development policy extended to Websites 3. maintaining Websites in the catalog (given the Web’s volatility) 4. degree of cataloging labor needed to sustain up-to-date live links."
"A digital information project (DIP): the partnership, the process, and the product","Elizabeth Schneider, AHIP, director; Kate Kelly, AHIP, senior librarian; Sally Hooper, MSW, co-coordinator, Cancer Resource Room, Social Work Department; Deborah Essig, MSW, co-coordinator, Cancer Resource Room, Social Work Department; Michael Lynch, Web master/ library systems technologist; Treadwell Library, Massachusetts General Hospital, Boston, MA","This poster will describe a collaborative digital information project (DIP) that developed out of a partnership between the Massachusetts General Hospital (MGH) Treadwell Library and the MGH Social Work Department. The goals of this project are to streamline information gathering and dissemination in the Cancer Resource Room (CRR) that is managed by the Social Work Department. It also aims to standardize the staff’s response to frequently asked questions, thereby ensuring better quality control. To accomplish this, a project was undertaken to digitize key information resources in the CRR. A. The partnership: This section will briefly enumerate the history and description of the ongoing collaboration between Treadwell Library and the Social Work Department. B. The process 1. Interpersonal—challenges and rewards of collaborating with other disciplines (e.g., communicating and decision making) 2. Database creation—deciding between using online library catalog versus creating customized database 3. Content identification—deciding about using MGH-produced materials versus commercially produced materials 4. Content organization and indexing system—self-education on existing metadata schemes, selection and implementation of Dublin Core (DC) 5. Dublin Core—issues around using metadata (e.g., identifying DC elements and their relationships, creating metadata worksheets and data entry) 6. Copyright permissions—problems, procedures, and management of pending, granted, and rejected permission requests 7. Subject indexing—deciding between using human or automated systems and the subsequent implications and work-flow issues 8. Scanning—technical and training issues 9. Staffing—funding and training C. The product 1. An Access database with a Web interface that is accessible via the MGH intranet 2. Keyword searchable by a search engine that is retrieving assigned index terms from selected DC elements 3. May be browsed by categories that mirror the physical organization of the CCR 4. Database links to pdf documents that retain appearance of original documents with full text and graphics"
"Health information for seniors: an electronic consumer health project","Jeanne Gittings, AHIP, librarian, Department of Library Services, Trinity Medical Center, Rock Island, IL","Trinity Medical Center received a Consumer Health Information subcontract from the Greater Midwest Region of the National Network of Libraries of Medicine. This grant enabled Trinity to provide Internet access to seniors through the creation of four computer labs. Three were located in retirement communities and the fourth lab, open to the general public, was created in Trinity’s Health Sciences Library. Computer classes were conducted regularly at each location. These two-hour sessions gave the seniors an opportunity to use the Internet and taught them how to locate reliable health information. A major emphasis was placed on MEDLINEplus, PubMed, and other consumer health resources. Participants evaluated the sessions and a follow-up evaluation was sent to each participant four to six weeks later. In our first six months of this eighteen-month project, over 400 seniors have participated. In addition, Trinity developed a Web page for the project: www.mytrinityqc.com. Links from this page include MEDLINEplus, material from the training classes, and other links of interest to this population. The site also provided free access to Web-based email."
"Why try L.J.I.? Issues in subject heading specificity for facilitating retrieval of Web resources at the Arizona Health Sciences Library","Fred L. Heidenreich, M.Ed., AHIP, librarian, Information Services; Mary L. Holcomb, head, Technical Services; and Gerald J. Perry, AHIP, head, Information Services, University of Arizona, Arizona Health Sciences Library, Tucson, AZ","The Arizona Health Sciences Library Website serves as a gateway to over 1,500 Web-based information resources, including free and licensed items. In addition to the list of more than 1,300 full-text electronic journals, there are databases, collections of electronic journals, digital textbooks and reference materials, and locally compiled Web resource guides. At present, most of these Web-based resources are not found in the online catalog. The library provides access by means of Web application server technology using Allarie Corporation’s Cold Fusion software in combination with a sophisticated SQL Server database. It is possible to conduct keyword searches based on words in the title of each resource. Without descriptive annotations and a system of subject headings, however, keyword searching is largely ineffective. Library staff therefore developed a single controlled vocabulary of subject headings based on the broad MeSH terms used in the List of Journals Indexed in Index Medicus (LJI). These terms are used to conduct broad subject searches of all available electronic resources. The terms are largely based on major medical specialties rather than disease terms. This approach has generally worked well, resulting in a more comprehensive retrieval for Website users. Users still have a problem finding resources when they use keywords for more precise concepts (conjunctivitis versus ophthalmology). We have achieved a modest level of success in solving this problem through the mapping of terms in see-reference style, but this solution is unsatisfactory, given the workload required to map all possible specific and broad term combinations. Another solution is the use of the library’s online catalog as the searching tool of choice where more specificity is desired. This solution works well only for electronic journals with print counterparts in the library, because these records include links to the electronic versions as well as more specific MeSH terms. Unfortunately, users are then required to search two separate systems (Website and online catalog) that offer different categories of information. This poster will highlight these problems and illustrate this library’s evolving solutions."
"Beyond the campus walls: a collaborative project with community-based family medicine preceptors and medical students","Janet A. Ohles, head, Information; Anthony Artale, information services librarian; and Diana J. Cunningham, associate dean and director; Medical Sciences Library, New York Medical College–Valhalla","Purpose: To provide clinically useful information resources for community-based family medicine preceptors and medical students rotating at these practices. Setting/Participants/Resources: A metropolitan/suburban medical school. Medical students rotating at family medicine community sites and the community physician preceptors. Handouts, Websites, and personal digital assistants addressing curriculum assignments and requests from community preceptors on specific information areas, such as alternative medicine. Brief Description: This poster demonstrates how a collaborative program evolved from one meeting in September 2000 between family medicine and library faculty, where family medicine requested assistance in locating Websites and population-based medicine for a student assignment. The meeting resulted in several areas of collaboration, including a compilation of family medicine resources for alternative medicine (databases, books, and Websites), which was developed as a paper handout for the community preceptor fall orientation. Family medicine faculty requested that this handout be available as a Website, which was done prior to the orientation. A Palm Pilot project is currently being developed; the details, results, and evaluation for the initial six months of the project will be presented in this poster. The poster will also describe how library faculty serve as an evidence-based medicine resource for the family medicine department. Results/Outcome: One information request resulted in a collaboration from which both departments have benefited. The collaboration will serve as a basis for a potential grant project for community preceptors that if funded would begin in June. Library and family medicine faculty submitted this proposal to a funding source in June 2000. Evaluation Method: A formal questionnaire was given to community preceptors to elicit information on how the specialized resources developed by library faculty have aided them in their clinical practice. Students were also given a formal questionnaire to elicit information on how the library-developed resources aided them in completing their assignments."
"Accessing the most recent information","helen-ann brown, [sic], information services librarian, Medical Library; Kristine Alpi, AHIP, information services librarian, Samuel J. Wood Library; and Daniel Cleary, head, Information and Access Services, Medical Library; Weill Cornell of Cornell University, New York","Not too long ago, MEDLINE and the printed version of Current Contents revolutionized timely access to biomedical information. Sometimes a journal table of contents appeared in a printed version of Current Contents before it appeared in MEDLINE. In today’s world of electronic journals—PreMEDLINE, PubMed, and Current Contents Connect—which resource now offers the most timely information? A pilot study compared seven journals representing a variety of publication frequencies and preindexing formats over time. JAMA, New England Journal of Medicine, Circulation Research, Annals of Thoracic Surgery, Netherlands Journal of Medicine, Current Opinion in Genetics & Development, and Quarterly Reviews of Biophysics were compared on their Web pages, in PubMed, Ovid Pre-MEDLINE, and Current Contents Connect. The preliminary results showed no clear winner. In many instances, three out of four tools or all the tools had the same issue. Every health sciences library’s future should include one of these ways to access timely information for patient care and medical research."
"Getting the word out: channeling information to users through new technology and traditional resources","Cindy Gruwell, assistant librarian/coordinator, Instruction, Bio-Medical Library, University of Minnesota–Minneapolis","The changing flux of librarianship and technology has bought to the forefront the need to refocus and, in fact, rethink the processes we have traditionally used to inform our users of the various services, events, and instruction opportunities available in our library. As we move into the year 2001, we must consider how we can best address not only our users’ instruction and services needs, but also the manner in which we present and deliver these resources. To this end, technology is playing a unique and very important role by enabling us to contact and interact with many people who may not have been able to identify our services, let alone take fuller advantage of them. This session will demonstrate the role of technology and its emphasis in "Getting the Word Out". In addition, it will explore the combining of new and old methodologies that not only reach out and touch our general user population, which consists of the students, faculty, and staff of the academic health center, but also other interested parties who may not be directly affiliated with the Bio-Medical Library or the University of Minnesota itself. The poster will explore and display the role of the Internet with emphasis on Web products, email, email discussion lists, electronic university/ organization/association calendars, and some of the more traditional resources that include newsletters, postings, flyers, and brochures."
"Usability studies and surveys: ensuring quality Website redesign, the University of Maryland’s experience","Diane Fuller, information specialist; Patricia Hinegardner, AHIP, information specialist & Web manager; and Brad Gerhart, information technology support specialist; Health and Human Services Library, University of Maryland–Baltimore ","The Health Sciences and Human Services Library (HS/HSL) of the University of Maryland formed a Web redesign committee to restructure the HS/HSL Website, in the fall of 1999. The original site, developed in 1996, needed better organization, improved navigability, and a more up-todate look. A usability study was initiated to gain a better understanding of how faculty, staff, and students use the current Website. Volunteers from across the campus participated in the study. The volunteers verbalized what they were thinking as they attempted to locate eight assigned items on the Website. Two library staff members observed and recorded the volunteers’ progress. A Web-based survey was used to gather additional feedback about the site. A prototype site was developed incorporating the suggestions obtained from these evaluation mechanisms. A second usability study was initiated to evaluate the prototype site. Suggested changes were incorporated and the site was released to the public in the spring of 2000. This poster will highlight the results from the usability studies and the survey. "
"Welcome to RICHS!","Lisa Boyd, senior health librarian, National Agricultural Library, Rural Information Center Health Service, Beltsville, MD","RICHS? What is a RICHS? RICHS is the Rural Information Center Health Service. Unfortunately, few people have heard of us. Established by an act of Congress, RICHS serves as the information center for the Office of Rural Health Policy in the Department of Health and Human Services. We are a national program devoted to collecting and disseminating information on a wide range of rural health care issues. As a federal service, we assist anyone and everyone with their rural health information needs from the general public to state officers of rural health to members of Congress. Nestled within the National Agricultural Library in Beltsville, Maryland, the RICHS team accomplishes a variety of outreach activities. The poster is an introduction to RICHS and what the RICHS staff can do for and in collaboration with their health sciences librarian colleagues."
"Providing culturally diverse health care information: the hospital library’s role","Lora L. Thompson, medical librarian, and Lucy Wrightington, AHIP, director, Library Services; Easton Hospital, Frank J. D’Agostino Medical Library, Easton, PA","Easton Hospital is a community teaching hospital in an area with growing diverse populations. In response to the Joint Commission on Accreditation of Healthcare Organizations’ (JCAHO) standards and Easton Hospital’s commitment to cultural diversity, the library staff responded by finding multiple ways to contribute to the effort of providing education and information on cultural diversity in health care. The library staff is involved with the Diversity Task Force, educating employees on issues of cultural diversity, providing cultural information for patient care and education, creating subject guides specific to cultural groups, and working with the local public library to share resources. This poster will focus on the different ways that hospital library staff can get involved with cultural diversity and will provide useful resources that apply to all minority groups, such as the Office of Minority Health. In addition, subject guides will be provided on four main cultural groups: African-Americans, Hispanic-Americans, Asian and Pacific Islander Americans, and Native Americans. Working on this type of project is a great marketing opportunity for the hospital library and has allowed us to make positive contributions toward patient care and JCAHO accreditation."
"The Worcester gateway: partners in consumer health information","Gael Evans, reference librarian; Barbara Ingrassia, assistant director, Technical Services; Javier Crespo, assistant director, UMass HealthNet; and Elaine Russo Martin, AHIP, director, Library; The Lamar Soutter Library, University of Massachusetts Medical School–Worcester","Purpose: This poster will describe the process of partnering with various types of health information providers in order to make consumer health information more accessible locally. The collaboration involved the creation of a Web-based referral database, workshops to train onsite staff in the use and teaching of MEDLINEplus, training sessions for consumers, and marketing of the free services through exhibits, articles, and press releases. Setting/Participants/Resources: Information linkages were developed among The Lamar Soutter Library, a state hospital learning center, a community wellness library, the Worcester Public Library, an association-based library, a church-based free clinic, and the learning program at the new Worcester Senior Center. A laptop computer, printer, and Internet access were made available to sites that lacked suitable hardware. Some of the aspects to be illustrated by the poster include: the electronic, Web-based referral database and project homepage with links to local library resources; the educational materials developed to train staff and consumers at each site to retrieve and evaluate Internet-based consumer health information; the collaborative displays exhibited at local health fairs, statewide conferences, and community events; the challenges and lessons learned in coordinating the efforts of disparate groups; and the evaluation methodologies employed to judge success of the project."
"Consortial OPAC: a system administrator’s tale","Patricia Prior, oncall operations manager, and Martin Mutka, MBA, director, Library Consortium of Health Institutions in Buffalo, Buffalo, NY","In 1994, two library members of the Library Consortium of Health Institutions in Buffalo (LCHIB) received funding from the National Library of Medicine (NLM) for the development of an online catalog. With the success of this initial project and the evolution of the health care environment in Western New York, LCHIB wrote and submitted a "Phase Two" grant to add the other seven consortia member hospitals onto this existing OPAC. The subsequent Information Systems Grant, funded by NIH/NLM in 1998, was to add the catalogs of those libraries into the database, establish the basis for consortial purchasing and core collections in specialized libraries, and reduce redundancies and consolidate technical services. Just prior to this Phase Two implementation, the health care institutions underwent profound change including mergers and changes in administration and library leadership. The project continued, overcoming many but not all of these issues. This model explores the dynamics of adapting to discrete and sometimes conflicting missions and corporate cultures within a consortia, while finding the fit in the personnel, policies, and missions of competing institutions to shape the framework for successful multisite projects."
"Thes. Web: a digital archive of medical student scholarship","Charles J. Greenberg, M.Ed., head reference librarian, Cushing/Whitney Medical Library, Yale University, New Haven, CT","Thes. Web (thesis.med.yale.edu) is a collaborative project to create a searchable database of student thesis citations with abstracts, allowing students and faculty to rapidly locate theses by year, school, or subject, as well as conveniently read or print abstracts from a standard Web browser. Using Reference Web Poster software to put the data on the Web also allows students or faculty to download citations and abstracts into Endnote or Reference Manager. This project ideally complements the traditional emphasis on medical student scholarship at the Yale School of Medicine, which continues to have a student research thesis as a requirement for graduation. New students using Thes. Web can easily determine what has already been done in their area of interest with greater convenience and saving of time. Collaboration for this project was obtained from the Office of Student Research and a campus scientific journal that was already publishing student research abstracts. Interest in this project is also spreading to the School of Nursing and the School of Epidemiology and Public Health, which have similar thesis requirements for graduate students."
"Decisions, decisions: the changing face of MEDLINE access","Linda J. Collins, AHIP, education librarian; Lynne D. Morris, AHIP, information services librarian; Mary Beth Schell, AHEC digital library technical development project coordinator; Jean Blackwell, information services librarian; Scott Garrison, library systems operations manager; and Barrie Hayes, UNCLE digital library manager; Health Sciences Library, University of North Carolina–Chapel Hill","The major enhancements that were made to the PubMed system in the fall of 1999 prompted many medical and health sciences librarians to reexamine options for offering MEDLINE access to their patrons. With the advent of PubMed’s freely available, high-quality MEDLINE interface, previous decisions to purchase subscriptions for proprietary searching programs were open to question. In addition to cost, other issues needed to be considered. For instance, proprietary systems require some form of user authentication, such as IDs and passwords. Our institution sought to identify methods for determining the best MEDLINE system choice for our extremely diverse user group, which includes many distanceeducation students as well as off-campus students on clinical rotations. Another important factor we considered was what patrons might miss if they no longer had local MEDLINE access. Our library tackled these issues by forming a task force to evaluate the pros and cons of the different MEDLINE systems and interface options. Our group focused on analyzing the costs and benefits of continuing to offer MEDLINE through our local OVID system or switching to MEDLINE access via PubMed. We also decided to examine a third option, OVID ONLINE, primarily because of its "OpenLinks" feature for linking to the full text of journal articles. This poster will highlight the methods used for our PubMed/OVID comparative evaluation and discuss the results of our investigation."
"Variations in MeSH mapping","Kathy J. Davies, outreach coordinator, NN/LM Greater Midwest Region, Chicago, IL; Lora V. Gault, MS.Ed., assistant information services librarian and assistant professor/education coordinator, Library of the Health Sciences, University of Illinois–Chicago; and Mary Shultz, assistant health sciences librarian, Library of the Health Sciences, University of Illinois–Chicago, Urbana, IL","MEDLINE is available through a number of different interfaces. Many of these allow searchers to map to a list of Medical Subject Headings (MeSH), but this mapping function varies depending on the system used. The presenters conducted a preliminary study comparing the mapping results of 112 terms between four major interfaces to MEDLINE: Internet Grateful Med, PubMed, OVID, and OCLC FirstSearch. The results of this pilot study were presented at the 1999 Annual Meeting of the Midwest Chapter, Medical Library Association. The study was then expanded to include approximately 650 terms in a wider range of subject areas and to use the newer versions of PubMed, OCLC, and OVID along with the existing Internet Grateful Med interface. The results of both studies demonstrated that each interface provides a different list of MeSH choices to the searcher. This poster will summarize the results of the larger study, providing comparisons of the mapping variations among the four interfaces. Librarians should be aware of these differences when choosing search options for MEDLINE and when training users."
"Crossing the health information divide","Javier Crespo, assistant director, UMass HealthNet, and Elaine Russo Martin, director, Library Services, Lamar Soutter Medical Library, University of Massachusetts Medical School–Worcester","For patients and health care providers alike, access to health information is available in locations traditionally removed from the health care setting. Physicians seeking background information or evidence-based approaches to clinical cases access information systems at computers in locations removed from clinical areas. Patients often seek information on health related topics after their consultations with providers. The purpose of the UMass HealthNet project is to provide access to health information resources in the immediate health care setting. To accomplish this, the project’s two objectives bring access closer to these user groups. The hardware and access objective provide computers and connectivity at affiliate health centers. Touch-screen kiosks are deployed at practice waiting rooms for patient-education access. The second objective of the project establishes a consumer health information Website designed for use at clinical practice centers. With the help of the department of Family and Community Health and the Department of Psychiatry, sites are being identified and content is being developed. Sites represent a variety of care settings where access to the Internet was previously limited. The project collaborates with clinical information services departments to assist with installations and connectivity issues. Training is offered to faculty and residents needing assistance or refresher sessions in gathering clinically relevant literature. Health care providers are able to download and print full-text articles that are available through the Internet or licensed through the library. This poster will provide an overview of the project’s objectives and milestones. The poster will also demonstrate the touch-screen interface developed for the kiosk units."
"Enhancing the online catalog with electronic journal information","Mitchel L. Walters, AHIP, manager, Cataloging, Serials, and Binding; Diane Hudson, systems librarian; Timothy C. Judkins, manager, Collections Information and Development; Helen Mayo, librarian, Research and Clinical Services; Herldine Radley, information resources specialist; and Dawn Reneau, cataloging librarian; Medical Center Library, University of Texas Southwestern–Dallas","Purpose: Electronic journals present a number of problems for our traditional understanding both of library ownership and of access through the catalog. Our decision on whether to add electronic journal information to the catalog and how much to add should, however, be guided by the needs of our clients. This study attempts to measure the usefulness to the library’s clients of information on electronic journals that was added to the online catalog. Level one enhancements include hypertext links in the catalog to journals accessible in both paper and online formats. Level two would add linked catalog records for titles accessible only in online format. Level three would add individualized holdings statements to all the electronic journal records. Methodology: A three-tiered schedule of possible electronic journal enhancements was formulated. Implementation of each successive tier will depend on measurable increases in journal searching in the catalog. • • • A random sample of catalog searches will be analyzed both to determine whether the amount of journal searching justifies the first tier of enhancements and to give a baseline from which to measure any increase in journal searches. If the first tier of enhancements is implemented, searching will again be measured. Other factors being equal, a sizable increase in journal searching should indicate that the enhancements were useful to clients and would justify implementing the next tier. Results: When we measured the amount of journal searching before any enhancements, it exceeded our expectations enough to justify the implementation of the first level of enhancements. We will measure journal searching again approximately three weeks and then six weeks after the implementation of enhancements to see if journal searching has increased. Further results will be reported at the time of the presentation. Conclusions: The study should provide evidence on whether or not the library catalog can serve as a useful tool for clients accessing an electronic journal collection. Because the study makes the implementation of each tier of catalog enhancements dependent on measurable increases in usage, it also offers a good example of evidence-based librarianship."
"Work at home: a cost-effective solution for hospital library projects","Catherine Boss, AHIP, coordinator, Library Services, Jersey Shore Medical Center, Meridian Health System, Neptune, NJ","The history of the Booker Health Sciences Library at Jersey Shore Medical Center is similar to that of other hospital libraries. For years there were two libraries, one medical library and one nursing school library with much talk of merging the two libraries into one to make library services more cost effective and to make the nursing school collection more accessible. The decision to close the school of nursing provided the catalyst for making these talks become a reality. A new facility was planned, complete with an integrated library system. Combining the card catalogs of these two collections into an electronic card catalog, however, brought up a new set of problems. The medical library collection was classified in the National Library of Medicine classification scheme, while the nursing collection was classified using the Dewey Decimal classification scheme. Both card catalogs were print catalogs and were not in machine-readable format. With the mission of the nursing collection changing from curriculum-based to one based on the clinical, research, and educational needs of the nursing community at Jersey Shore, extensive reevaluation and subsequent weeding of the nursing collection would be needed. The library staff is small (only 2 full-time people), one professional and one paraprofessional. With construction costs mounting and a tight operating budget, a cost-effective way to evaluate both collections and put them in machine-readable format had to be found. Our solution was a simple one, borrowed from the business community, work at home. The solution worked. Our poster will illustrate how we implemented a work-at-home program for our reclassification project, the myriad of benefits the solution realized, both written and unwritten, and how the tenets of our program might work for other projects."
"The librarian is in: creating a consumer health training video for public librarians","Roxanne Cox, head, Reference; Erin Bauer, electronic services librarian; and Ronnie Mevorach, reference/education librarian; McGoogan Library of Medicine, University of Nebraska Medical Center–Omaha","Medical librarians of an academic medical center library in a largely rural state reach out to public librarians to share knowledge and impart confidence in providing consumer health information. The Reference Department at the library offers public librarians a day-long workshop on consumer health services. One approach that the department thought might effectively complement this workshop was to create a video demonstrating various situations that public librarians might face. The Reference Department worked together on writing a script and finding actors; then with the aid of the medical center’s Biomedical Communications Department, filmed and edited a video, entitled The Librarian Is in: Facing Modern Consumer Health Issues in the Public Library. This poster will show the process of putting this production together from scripting, casting, filming, and editing to the finished product. The video includes five reference scenarios reflecting common questions received at public library reference desks: doctor credentials or licensing, alternative medicine, emotional patrons, cancer treatments, and drugs. Each scenario demonstrates an interaction between a librarian and a patron asking for help. Desired benefits from the video include an increase in public librarians’ skills and an awareness of how to deal with health questions."
