"Title","Authors","Abstract"
"Utilizing the power of continuous process improvement in technical services","Lisa Palmer, catalog librarian; Barbara Ingrassia, AHIP, associate director, Technical Services; and Jennifer Varney, catalog librarian; Lamar Soutter Library, University of Massachusetts Medical School–Worcester; Penny Glassman, technology coordinator, New England Region, National Network of Libraries of Medicine, University of Massachusetts Medical School–Shrewsbury; and Elaine Russo Martin, AHIP, director, Library Services, Lamar Soutter Library, University of Massachusetts Medical School–Worcester","Objective: Examine the efficiency of work processes in the Technical Services Department, with the goal of reducing the turnaround time by 50% or more for three specific processes: (1) acquiring books for requestors, (2) implementing serials title changes, and (3) handling of journal issues from receipt to binding. Methods: In summer 2003, the library initiated a Continuous Process Improvement Project. The project's goal is to reduce time and/or save money by examining and improving work processes. The charge for the Technical Services team is to (1) reduce the turnaround time by 50% or more for firm orders from when the book is ordered to when it reaches the requestor; (2) reduce the time it takes by 50% or more to implement a serials title change, which involves staff throughout the library; and (3) reduce the time it takes by 50% or more for a newly received journal issue to reach the shelf and eventually be bound. The team is utilizing value-added flow analysis to examine the processes and will make recommendations to management for changes to be implemented in a pilot project. Results: The team met weekly over four months to identify the specific steps involved in each process, review the time involved in completing each task, analyze whether or not the step added value, and suggest improvements to the process. Team members documented and timed current workflow in spreadsheets and flowcharts. The team proposed a number of procedural changes and initiatives that were accepted by library management for a five-month pilot project, which is now ongoing. Important components of the implementation are establishing procedures for better communication and additional staff training. Conclusions: Value-added flow analysis is a useful tool for continuous process improvement. The library's goal of reducing turnaround time by 50% or more for these three specific processes will be achieved, as demonstrated in the pilot project. Technical Services will be better able to serve its internal and external customers."
"Pathways to Online Information (ePOI): a collaborative project 'one-stop-shopping' for e-resources","Virginia M. Tanji, AHIP, librarian, Library Resource Center; Steven Seifried, associate professor, Cell and Moledular Biology; and Annis Lee Adams, assistant librarian, Library Resource Center; John A. Burns School of Medicine, University of Hawaii–Manoa, Honolulu, HI; Carolyn Ching, AHIP, reference services coordinator, and Sarah Jansen, reference librarian, Reference Department, Hawaii Medical Library–Honolulu; and Paul Wermager, librarian, and Jessica Hashimoto, digital librarian, Science Technology Public Services, Library, University of Hawaii–Manoa, Honolulu, HI","Objective: ePOI is a Web database for providing a single point of access for electronic biomedical resources owned by Hawaii Medical Library (HML), a subsidiary of Queens Health Systems, and University of Hawaii-Manoa (UHM) Library. In a unique contractual arrangement between John A. Burns School of Medicine (JABSOM) and HML, the students, faculty, staff, researchers, and clinicians of the College of the Health Sciences at UHM, which includes JABSOM, and the Schools of Nursing and Social Work, have access to electronic resources in the biomedical sciences from two major and separately administered collections. HML has a contract with JABSOM to provide access to clinical medical resources while UHM Library supports the basic sciences, nursing, and social work. Many constituencies of each library have access to both resources. Methods: Users and librarians were finding it increasingly difficult to identify quickly what titles were available via each library without checking in several places. The project group envisioned the creation of single access site to electronic resources available from both libraries. The idea led to a collaborative project between JABSOM, HML, and UHM Library funded by a NLM grant under its Internet Access to Digital Libraries program. Title-specific data were compiled by machine and hand from data extracted from LocatorPlus. Holding-specific data were compiled and updated by manual entry and Serial Solutions reports. Results: The project produced the first comprehensive portal of biomedical holdings in Hawaii. Users can search for e- books, e-journals, databases, and Websites available at HML and UHM Library by full title, keywords, and journal title abbreviations or browse alphabetical lists. Once a journal is found, users directly link to the proxy server in the respective library. Initial anecdotal feedback from patrons indicates an enthusiastic reception to ePOI. Librarians of all partner institutions have found the database helpful for locating available e-resources. Conclusions: The ePOI project resulted in a highly successful public-private collaborative endeavor that brought together a variety of partners. Ongoing analysis of Website use statistics will be used to investigate use patterns by the patrons, and provide data required of the librarians for their administrative bodies."
"Improving fill rates at an academic medical library","Ellen N. Sayed, AHIP, information services librarian/ interlibrary loan coordinator, Interlibrary Loan, and Geneva Bush Staggs, AHIP, assistant director, Public Services and Education, University of South Alabama–Mobile","Purpose: This paper reports on the findings from a review of unfilled interlibrary loan requests to determine why the lending fill rate was decreasing and procedures implemented for improvement. Setting: The Biomedical Library at the University of South Alabama is a resource library in the National Network of Libraries of Medicine. Locally, the library serves the Colleges of Medicine, Nursing, and Allied Health. The Biomedical Library has an extensive journal collection, serving local and regional as well as some national and international information needs. Brief Description: As a resource library, the Biomedical Library is expected to maintain a DOCLINE interlibrary loan lending fill rate of 80%. When the DOCLINE interlibrary loan (ILL) lending fill rate dropped below 80%, and the OCLC fill rate fell below an acceptable level, a review of all unfilled requests for a randomly selected three months was undertaken. Remedial steps and environmental issues are discussed. Results/Outcome: It was determined that requests in the lacking (LAC) category represented 48% of the unfilled requests, while requests from the LAC, not yet received (NYR), cost (CST), and other (OTH) categories combined, represented 88% of the unfilled requests. Unusual circumstances, which may have been additional contributing factors to the low fill rate, were a large shifting project and new staff. Internal training procedures for how to search the online public access catalog (OPAC) and consistent use of ILL codes were considered. Unfilled requests were used to update SERHOLD holdings, which, in turn, were used to update OCLC holdings. With regular updates of SERHOLD, the DOCLINE interlibrary loan lending fill rate improved to 80% and higher. Evaluation Method: Tracking interlibrary loan statistics as reported by OCLC and DOCLINE."
"Empowering interlibrary loan: implementing ILLiad in DOCLINE/Loansome Doc libraries","Joan M. Gregory, AHIP, technical services librarian; Camille M. Salmond, interlibrary loan supervisor; and Amy B. Birks, interlibrary loan specialist; Spencer S. Eccles Health Sciences Library, University of Utah–Salt Lake City","Objective: This poster will document how to setup ILLiad for DOCLINE/Loansome Doc libraries, will pinpoint ILLiad functions/features that do not work well with DOCLINE/ Loansome Doc, and will identify a list of enhancements and changes needed to optimize the interaction between ILLiad and DOCLINE/Loansome Doc for submission to NLM and OCLC. Methods: The experience gained by an academic health sciences library in setting up ILLiad during the past year is documented and supplemented by a survey of other DOCLINE/Loansome Doc libraries implementing and using ILLiad. Results: Solutions to the DOCLINE/Loansome Doc specific challenges of setting up and using ILLiad are presented as well as a list of needed enhancements based on a survey of DOCLINE/Loansome Doc libraries that have implemented ILLiad. Conclusions: ILLiad software is optimized for OCLC, not for DOCLINE/Loansome Doc. Implementation in a DOCLINE/ Loansome Doc library that has never used interlibrary loan management software has many advantages, but there are also challenges to overcome."
"The power of many: development of an collaborative promotion system to market and evaluate electronic resources","Nicola J. Cecchino, electronic resources librarian, and Holly A. Harden, liaison librarian, Welch Medical Library, and David Wright, senior reference specialist, Lilienfeld Library; Johns Hopkins University, Baltimore, MD","Objective: To establish a process by which all departments within an academic health sciences library have a stake in promoting electronic resources. Setting: An academic health sciences library with a distributed user community of over 23,000 providing a large digital collection. Brief Description: Since 1998, over 4,000 electronic resources have been made available to patrons via the digital library. As a result patrons have more access to these resources via their desktops. However, selecting, promoting, and educating patrons about the different resources has been a challenge. Results: A project workflow chart was developed to indicate when and how certain departments/areas of the library were to be involved in the selection, promotion, and evaluation of the product. From determining if trials were needed, to when information and education services were to be involved, to promoting through outreach efforts by liaison librarians, all were indicated in the pathway. Conclusion: While implementation is a challenge, evaluation of the promotion system is ongoing. The increasing reliance on electronic resources by our patrons means that we must continually develop this promotion system, so that we can guide patrons to appropriate resources. An improved system also means that staff time is used more efficiently and effectively. Digital resources must be promoted and carefully managed to improve services to end-users and to achieve best value for money from our investment in these products, systems, and services. Involving all library departments in the process and workflow of electronic resource promotion has enabled a successful collaboration of work among the employees."
"Bringing order to chaos: an Access database for ordering pamphlets and brochures for a large institution","Ruth Volk, librarian, Patient Education Resource Center, Comprehensive Cancer Center, University of Michigan–Ann Arbor","Objective/Purpose: The goal of this project is to automate and simplify the brochure ordering process in a large cancer center that distributes hundreds of brochures and pamphlets to patients in various areas of the institution. Methods: Setting: A comprehensive cancer center distributes hundreds of brochures to patients and families. The brochures are stocked separately in various areas of the center. Ordering brochures is a tedious, time-consuming process. In order to prevent inventory shortages and save money and staff time, a librarian created a centralized Access database, consolidating all orders into one monthly report. Brief Description: The database enables specific areas in the cancer center to create a 'standing order' of brochure titles they stock. The orders are combined into one monthly order report that contains the contact information of the brochures' suppliers, the titles, and the quantities to order. A designated secretary does the ordering for all areas of the cancer center. Other reports in the system assist in distribution and follow-up of the orders. Results: The brochure ordering database has streamlined and simplified the brochure ordering process for all areas in the cancer center The database has helped to cut down on staff time needed to order brochures, as well as reduce costs by placing large bulk orders and shipments. Conclusions: Brochures and pamphlets are important formats in consumer health libraries. Automating the ordering process has enabled our institution to ensure that the inventory is fully stocked at all times. In addition, the database has generated great savings of staff time and money."
"Selection and implementation of interlibrary loan management software","Ellen N. Sayed, AHIP, information services librarian/ interlibrary loan coordinator; Evelyn Reed, library technical assistant I; and Earl Thompson, library technical assistant I; Interlibrary Loan, Biomedical Library, University of South Alabama–Mobile","Setting: The Biomedical Library at the University of South Alabama is a resource library in the National Network of Libraries of Medicine. Locally, the library serves the Colleges of Medicine, Nursing and Allied Health. The Biomedical Library has an extensive journal collection, serving local, regional as well as some national and international information needs. The Biomedical Library has satellite sites at two affiliated hospitals. The Interlibrary Loan/Document Delivery Department processes about 10,000 interlibrary loan requests and about 3,000 document delivery requests per year. Brief Description: This paper describes the selection and implementation of Clio in a busy interlibrary loan/ document delivery department in an academic, medical library. With a steady increase in the volume of requests, and changes in the fee structure, better data management capabilities were deemed necessary. Implementation issues for both interlibrary loan and document delivery services among three sites are discussed. Pros and cons of interlibrary loan management software are addressed. Results: Clio provides convenient and timely management of data for billing and reporting. Evaluation Method: Improved ability to measure the department's performance. Outstanding requests can be identified and tracked in a timely manner. Reports on level of service to faculty, staff, students, and other libraries can easily be determined."
"Power of partnership: librarians and pediatric nurse educators working together to improve the delivery process for patient education materials","Misa Mi, AHIP, librarian, and Cathy Eames, AHIP, manager, Medical Library, Children's Hospital of Michigan–Detroit","Purpose: The poster will demonstrate an ongoing digital project undertaken to create a Web-based digital collection of handouts delivered as readable education materials for parents and families of pediatric patients. It will illustrate how the medical librarians developed a partnership with pediatric nurse educators in digitizing these materials and making them available in a printable format, 24/7, on the organization's intranet and at off-site pediatric clinics. Setting/Participants/Resources: Children's Hospital of Michigan, one of the eight Detroit Medical Center hospitals located in Detroit, is the only freestanding pediatric hospital in Michigan. The Medical Library provides library resources and services to support pediatric patient care, clinical research, and education programs. The medical librarians have been collaborating with nurse educators in creating a Web-based collection of patient education handouts including surgeries, procedures, discharge, medication instructions, and hospital brochures. Brief Description: The pediatric nurse educators representing different units and departments developed low literacy handouts used as teaching tools for parents and families of pediatric patients. Many existing education handouts lacked a consistent format and were scattered in various locations. The nurse educators collected them and selected useful ones for the digital project. The librarians identified resources for the nurses to use in developing and updating the materials; provided expertise for software program selection, formatting, indexing, and copyright; scanned the materials; and designed a Website of the digital collection. The Web-based digital education handouts can be searched by category, title, and Patient Education Program (PEP) number. The top ten highly used handouts ranked by nurses of each nursing unit are listed separately for easy access. Outcome/Evaluation: The project has centralized the patient education collection and increased its usage among nurses and other health care professionals. Through a Web statistic program and hit counter feature on the Website, the librarians monitor usage and access statistics. To date, comments from nursing staff and other clinicians have been favorable."
"Consumer health resource database generated from the Consumer and Patient Health Information Section email discussion list","Stephanie Weldon, consumer health and outreach liaison, Denison Memorial Library, University of Colorado Health Sciences Center–Denver","Objective: The objective of this poster presentation is to demonstrate the collaboration between consumer health librarians in contributing to the Consumer Health Resource Database. This database is a compilation of the knowledge that flows across the Consumer and Patient Health Information Section (CAPHIS) email discussion list. Methods: The method of this project. 1. A need was realized to harness the vast amount of information that flows across the CAPHIS email discussion list. 2. A database was created in MYSQL to ensure that it was robust enough to handle the vast amount of information that could be potentially added to the database. 3. CAPHIS librarians can add information to the database as they desire. This is a database created for librarians and maintained by librarians. 4. A CAPHIS Web subcommittee was established to enter data into the database. 5. When the database is robust enough, it will be released to the CAPHIS email discussion list so that all members may add their pertinent data. 6. Data generally includes information such as a favorite Spanish language book on breast cancer, a videotape on multiple sclerosis, or a list of vendors that are easy to work with and provide Czech language resources."
"REACH 2010 Charleston and Georgetown diabetes coalition: partners in library-diabetes education working to eliminate health disparities","Barbara A. Carlson, AHIP, librarian; Beverly Highland, community health advisor; Anna Johnson, community health advisor; Florene Linnen, community health advisor; Virginia Thomas, community health advisor; and Sharon Cash, community health advisor; REACH 2010 College of Nursing, Medical University of South Carolina–Charleston","Objective: To determine if library instruction and services presented with lay community diabetes education can increase awareness and use of public library diabetes resources by African Americans with diagnosed diabetes, their families, and their friends in two South Carolina counties and help eliminate health disparities related to diabetes by supporting quality diabetes self-management education. Methods: The Learn About Diabetes @ the Library Program integrates library education into community-driven initiatives to provide sustainable diabetes self-education in communities. The program is designed to reach a minimum of 100 African Americans with diagnosed diabetes, their families, and friends. Pre-test, post-test, and follow-up phone surveys evaluate changes in library use, attitudes, diabetes information-seeking behavior, communication with health care providers, and community empowerment. Interventions are facilitated by partnerships with public libraries, community health advisors, and grass-root community organizations. Customized print and Web-based finding guides, posters, pathfinders, bookmarks, Web narratives, and other educational materials provide tailored educational programs. Results: The percentage of REACH library participants who reported looking in libraries for health information rose from 26.1% to 50%, and those looking for diabetes information went from 14.8% to 42.9%. After REACH sessions,78.6% said they would use libraries for health information in the future, and an additional 16.7% said maybe they would. Conclusions: Peer-led, culturally appropriate diabetes education coupled with public library outreach appears to raise awareness and use of library resources for health information."
"Urban health partners: new outreach for improving health-related services to Arab American communities in Michigan","Deborah H. Charbonneau, coordinator, Information Access and Delivery, and principal investigator, Urban Health Partners, and Annette M. Healy, information specialist, Vera P. Shiffman Medical Library, Wayne State University, Detroit, MI","Objective: This poster will report on the experiences of an academic medical library's collaborations with staff at local health departments and community-based organizations for a program titled Urban Health Partners (UHP). UHP's overall goals include developing and delivering onsite training programs for staff at city and county health departments, information and document services, and a Website supporting information needs related to local urban health challenges, particularly those affecting minority and ethnic populations. One of the unique elements of UHP features collaboration with community-based organizations providing health-related services to Arab American communities in Southeastern Michigan. A key objective is to therefore identify and test strategies for improving information and health-related services to this diverse and underserved population. Methods: UHP is funded by the National Network of Libraries of Medicine (NN/LM) to develop culturally relevant information resources and services, onsite training, and document services for health providers serving at-risk communities in Metropolitan Detroit. According to the Arab Community Center for Economic and Social Services (ACCESS), the Metropolitan Detroit area is home to the largest Arab population in North America, and Arab Americans are the third largest and fastest growing minority group in the state of Michigan. In response, the UHP Website features culturally relevant information, including health information in Arabic, connections to National Library of Medicine and Centers for Disease Control and Prevention databases, and links to local service organization partners to empower health providers serving the target audience. Insights into promising or best methods for developing information resources, customized onsite training, and document services for health providers serving Arab Americans will be presented."
"The power of partnerships: bringing medical librarians to the public eye","Cheryl A. Capitani, AHIP, chief librarian, and Laurie J. Schwing, librarian, Library Services, PinnacleHealth System, Harrisburg, PA","Objective: Pinnacle Health System (PHS) and Dauphin County Library System (DCLS) in Harrisburg, PA, embarked on a partnership to be fully implemented by the end of 2002. The plan was to increase public awareness of the specialized medical resources and databases of PHS libraries and to update the print consumer health collection at PHS. The surprising result of this partnership is that it continues to refuel itself and that patrons who realize the availability of resources and librarians come back for more. Methods: One huge county library system and one nonprofit health care conglomerate created a joint venture supported with a Library Services and Technology Act (LSTA) grant application. The consumer health 'revolution' had only begun and people were wildly surfing the Web for critical health information. Even highly educated patrons often 'didn't know what they didn't know' about authoritative and reliable Websites and would grab an old Physician's Desk Reference and try to understand highly sophisticated medical terms in researching their own prescriptions. The partnership was intended to improve library service to those persons who have health information needs and was awarded a sizeable LSTA grant. It was selected by the Commonwealth of Pennsylvania as one of two LSTA projects to showcase to the Institute of Museum and Library Services (IMLS) national funding agency. The importance of the project was recognized as providing a link between two types of libraries and addressing a previously unmet library services need. The relationship is working. The combined catalog of four medical libraries has been placed on the Web and linked to the public library system Website. An 'Ask A Medical Librarian' link has been placed on the Website as well. Consumer health materials are now loaned to the public through a quick-request procedure between the health system and public library system. Consumer health resources at the medical libraries are kept updated. And patrons are encouraged to visit one of the medical libraries for personal and private assistance from a librarian. The future includes plans for a new public library adjacent to the campus of one of the health system sites. And, for certain, there will be more and more enlightened health care consumers. Results: Since the full implementation of the partnership between the public library system and the PinnacleHealth System Libraries, forty-one consumer health patron contacts have been made by the medical libraries through referrals or contacts with the public library system. Moreover, the amount of contact between the librarians at each entity continues to increase and numbered approximately thirty substantial interactions during the most recent year. Staffing of public events such as health fairs and presentations has also been done jointly. The Ask A Medical Librarian link on the public library Website was only recently fully implemented and the results of this are anticipated in the coming months. Due to a substantial decrease in the public library funding in Pennsylvania, the Dauphin County Library System has fewer staff hours and funds to dedicate to the partnership but needs reference assistance from health librarians more than ever as their own library hours and staffing has decreased. Conclusions: Attracting the public to medical libraries that are often hospital based or located at a health facility has some barriers that were unanticipated at the outset of this partnership. Now more than ever, we are realizing that the resources and the services must be brought to the consumer at the places with which they are most comfortable and familiar. This outreach will be a cornerstone of future planning between Dauphin County Library System and PinnacleHealth System Libraries."
"Susquehanna Library Cooperative: enhanced resource sharing 2004: digital power + collaborative power = power of improved practice","Tricia Haas, district coordinator, North Central Library District, James V. Brown Library, Williamsport, PA; Michael Heyd, AHIP, director, Learning Resources, Susquehanna Health System, Williamsport, PA; and Claire A. Huntington, Reference librarian, and Susan M. Robishaw, AHIP, assistant director, Health Sciences Libraries, and Britain G. Roth, AHIP, director, Academic Information; Geisinger Health System, Danville, PA","Objective: To demonstrate enhanced, expedited, efficient document delivery among fourteen diverse Susquehanna Library Cooperative (SLC) member libraries using a standardized electronic delivery system (Ariel) Methods: SLC is a unique mixture of academic, medical, public, and special libraries serving 500,000 people in 11 counties in rural central Pennsylvania, established in 1973 to facilitate interlibrary loan (ILL) among members. Academic libraries were early adopters of costly technological equipment designed to improve document delivery. Smaller medical, public, and special libraries could not afford the same equipment, creating barriers to resource sharing, which SLC addressed by successfully seeking grant funds. In 1989, grant funds bought fax machines for 7 libraries, equalizing the ability of members to deliver documents quickly. In 2003, SLC directors concluded that resource sharing would improve significantly if all members could deliver high quality documents using the same electronic platform. SLC received Library Services and Technology Act (LSTA) funds to obtain computers, scanners, printers, and Ariel software for the nonacademic libraries. Software and hardware was purchased and installed in the fall of 2003. Results: Anticipated results: a 10% increase in volume, distribution shifted to Ariel electronic delivery: not met. Installations incomplete March 2004. Computers, scanners, printers, software purchased, received, distributed in early December 2003. Ariel training class held. Final installation at some libraries delayed due to heightened Internet security issues, e.g., recent proliferation of hackers, viruses, and worms such as MyDoom, SoBig. Information security specialists and network administrators reluctant to open a port in firewall. Discussions continue weighing the benefits of access versus the potential for security breaches. Conclusions: Member libraries of SLC still expect to demonstrate the power of collaboration, harnessing technology to improve service to their varied clientele. The power exists, but the ongoing issue of network security must be resolved. Potential solutions include: Establish an ASP model for 'store and retrieve' service for Ariel customers and facilitate a Website of successful Ariel implementation configurations and corresponding institutional contacts within NN/LM."
"Camp for all connection *Funded in part by NLM Contract No. N01-LM-1-3515","Jeffrey T. Huber, associate professor, School of Library and Information Studies, and Teresa J. Walsh, assistant professor, College of Nursing, Texas Woman's University–Houston, and Beatriz Varman, assistant director, Public Services, Reference, Houston Academy of Medicine-Texas Medical Center Library, Houston, TX","Objective: The overall goal of this outreach project was to facilitate access to electronic health information in the health center located in the main lodge of the Camp For All camp facility. Methods: Camp For All provides barrier free camp experiences for children and adults with chronic illnesses and disabilities. The camp facility is located on 206 acres in Burton, Texas. Each camp session is required to include a health care provider as well as appropriate camp staff. Prior to this project, however, health care providers did not have access to the Internet. For the Camp For All Connection project, three Internet-connected workstations were placed in three distinct areas within the health center in the main lodge of the Camp For All camp facility. A project Web page was developed to facilitate access to relevant electronic health information resources. Training on use of electronic health information resources was provided to senior camp staff and senior summer camp counselors. These individuals in turn acted as trainers for health care providers and remaining summer camp counselors. Site visits and group interviews were conducted throughout the project's duration to evaluate its effectiveness. Results: Project workstations were used throughout the course of the project. Camp staff observed project workstations being used for reference purposes as well. For example, a contract nurse hired to staff the muscular dystrophy camp who was not familiar with muscular dystrophy used the medical dictionary in MedlinePlus to look up terms. Physicians used dermatology images to verify conditions not typically seen in the hospital setting such as bee stings. Pharmacists used drug resources to verify drug interactions and drug levels. Conclusions: The project has proven so popular that project staff have been invited to participate in Camp For All's spring orientation. This orientation session is attended by representatives from every summer camp. Being included in the orientation will allow project staff to describe Camp For All Connection resources firsthand prior to the beginning of the summer camp season."
"Communication paradigms for community outreach, the Allendale study","Dennis A. Pernotto, head, IAIMS/Program Evaluation, Health Sciences Library, Louisiana State University Health Sciences Center–Shreveport","Objective: The goal of the pilot project is to develop effective communication models among and between participants, to devise education and treatment modalities that address culturally based diabetes, and to impact not only the diabetic patient but the family unit. Methods: Setting/Participants/Resources: Allendale is an inter- city area touching three zip codes. This community has the highest rate of diabetes in the city, which itself has the highest rate in the state. The state is tops in the nation in diabetes deaths (2002). Thirty-two percent of the patients at this medical center reside in this area. Traditional clinical treatment of diabetes produced limited effectiveness in long-term healthy lifestyle choices. To address this problem, stakeholders were enlisted from multiple departments at an academic medical center, a state university, a state university agricultural extension service, and personnel and resources at public libraries, community agencies, faith-based organizations, local, state, and national associations. Goals: to explore/develop culturally appropriate and medically accurate health information models; to encourage community initiatives that promote healthy choices; to enlist health care providers, educators, faith-based and community agencies, and businesses to empower patients to make personal decisions; and to place prevention first by reducing risk factors and complications of chronic diabetes to close the gap in health disparities. Results: As a result of planning meetings among stakeholders and focus groups with patients/families, the project has evolved into a modified longitudinal study with a focus on the interrelation between a patient's self-determination score and that same patient's scores on indicators from treatment procedures. This self-determination test will be given as a pretest to all patients entering the study and will be given at fixed intervals during treatment (e.g., every six months) as a posttest. Conclusions: Preliminary indications based upon the comparison of scores from a self-determination instrument used as a pretest and health measurements of indices such as blood pressure, weight, and hemoglobin levels taken during the first two months of treatment sessions indicate that there is a positive correlation between the two."
"Access to electronic health information in North Central Pennsylvania","Valerie Gross, AHIP, librarian, Academic Information, Community Health Resource Library, and Britain Roth, AHIP, director, Academic Information, Health Sciences Library, Geisinger Health System, Danville, PA","Objective: Community members and public librarians in eleven rural counties were educated to become their own health care advocates, to develop the skills to find trusted health information on the Internet, and to access the professional support of the consumer health library located in a tertiary care center. Methods: Taking advantage of the 'Access to Electronic Health Information' training sessions and instructional material, the participants accessed quality health information on the Internet at their local public library. Two one-day conferences on health information services were held. Forty- five public librarians from the eleven rural county regions were invited to attend the one-day conference. Twelve public libraries in five rural counties were selected to receive online health information access training for their patrons. The targeted libraries were chosen due to availability of computers, perceived need, and willingness of the librarians to be involved. Participants in all classes were asked to complete a Pre-training evaluation, post-training evaluation and three- month post-training evaluation form to gauge the effectiveness of the classes. Results: Three evaluation forms were used to assess the success of the program. The pre-training evaluation form asked participants for their areas of interest. The most popular topics to search were general medicine, women's health, surgery, and medication. The post-training evaluation form was used to assess the effectiveness of the training class. The responses were positive, with all questions answered in the 90th percentile. Three months after the training class, attendees were mailed an evaluation form to ascertain whether they had used what they learned in the training class. Eighty-eight percent responded that they had used what they learned. Conclusions: Community awareness of quality and valid health information via the Internet is steadily increasing in North Central Pennsylvania. Through this ongoing collaborative project, public librarians and public library patrons continue to receive valuable information about finding trusted health resources on the Internet."
"If it's Tuesday, it must be Belgium: the power of an urban circuit rider","Patricia May, AHIP, director, Library Services; Eleanor Silverman, AHIP, medical librarian; and Madeleine Taylor, medical librarian; Health Sciences Library, St. Joseph's Regional Medical Center, Paterson, NJ; and Elaine Brogan, medical librarian, Medical Library & Parent Resource Center, Children's Specialized Hospital, Mountainside, NJ","Objective: The Circuit Rider Librarian Program was designed to satisfy the need for professional library services in area hospitals and to generate revenue for the library. Setting/Methods: The medical center is a 792-bed, tertiary care teaching hospital in an urban setting that is a level 2 trauma center and a 120-bed state designated children's hospital. Within a 20-mile radius, there are many small community hospitals without librarians. The administrator at one of these hospitals approached the former director of the library requesting a formal library services consultation. After submitting her report, the administrator asked, 'Can you deliver these services?' With a positive reply, our program was born. Twenty-three years and 11 hospitals later, the success of the program is attributed to the personal, caring service all library users receive from the circuit librarian and the staff of the home library. The program is self-supporting and the income generated has become part of the library's funding and been used to partially offset recent hospital shortfalls. Results: The circuit rider program is a success due to the customized service that all patrons receive. The circuit librarian is a valued member of each hospital's team and collaborates with administrative staff to tailor services in each client hospital. Unanticipated benefits of the program include the generation of sufficient revenue to self-fund the program, as well as contributing to the collection development, staff educational activities, and capital expenditures of the home library. The home hospital's reputation and standing in the community is enhanced by this outreach service. Conclusion: Circuit librarians do not always travel hundreds of miles. In urban areas, a circuit program can be successful, mainly due to personalized, one-on-one, informal relationships between the librarian and the patrons. A long-term, indispensable partnership with area hospitals can be forged."
"EmPowering the community through wireless outreach","Graciela G. Reyna, circuit librarian, and Debra Warner, AHIP, library director, Medical Library, Regional Academic Health Center, University of Texas Health Science Center–San Antonio, Harlingen, TX; Mary Jo Dwyer, outreach/reference librarian, Briscoe Library, and Cindy Olney, evaluation specialist, Academic Information Services, The University of Texas Health Science Center–San Antonio; Andrew Lombardo, assistant librarian, Medical Library, Regional Academic Health Center, University of Texas Health Science Center–San Antonio, Harlingen, TX; Evelyn Olivier, AHIP, deputy library director and associate director, Public Services, Briscoe Library, University of Texas Health Science Center– San Antonio; and Santiago Villanueva, associate regional director, Colonias Program, Center for Housing and Urban Development, Texas A&M University–Weslaco","Purpose: Open air wireless access to MedlinePlus enables outreach librarians to enhance outreach to promotores and colonia residents along the Texas Mexico Border with real time (live) demonstrations. Setting/Subjects: Wireless access that introduces colonia residents to NLM Internet resources has a positive impact on their health literacy. Methodology: Observational study using interviews with promotores and colonia residents. Results: Preliminary visit to selected colonia community centers has revealed successful use of a wireless card to introduce NLM products such as MedlinePlus in sites that are still waiting for Internet connectivity. Outreach librarians have successfully trained promotores and community residents both in English and Spanish in five colonias along the Texas- Mexico Border."
"MedlinePlus Go Local in Missouri: a collaborative venture using legacy data","Amanda Lynn McConnell, information services librarian, Information Services, and Caryn Scoville, MA, head, Interlibrary Loan, Interlibrary Loan, J. Otto Lottes Health Sciences Library, University of Missouri–Columbia","Objective: Following in the footsteps of North Carolina's NC Health Info, this poster describes Missouri's progress in developing a Go Local partnership linking Missouri health consumers to local resources from MedlinePlus health topics. Methods: Missouri's approach to developing a Go Local site differed from North Carolina's in that Missouri already had an existing database of community resources. This database houses an amalgam of local and state resources mostly in the education and health and human services domains, utilizes the Alliance and Information Referral Systems (AIRS) taxonomy, and has a philosophy of decentralized control. Groups from multiple disciplines and organizations are collaborating to map the AIRS taxonomy to the MedlinePlus vocabulary, to institute a resource selection and review policy, to update the indexing for accuracy and consistency, and to monitor the recall and precision of search results. Results: An initial mapping between the AIRS taxonomy and MedlinePlus vocabulary has been completed. North Carolina's Local Terms, 'see reference' list, and mapping from the MedlinePlus topics to local terms were utilized. A resource review policy was instated, and a procedure for amending indexing was implemented. Missouri partners are currently involved in improving the indexing. NLM and local partners are also evaluating retrieval for various health topics. In the next phase of the project, the focus will be on selecting additional resources to enrich the comprehensiveness of the database content. Technical enhancements are also planned to improve functionality. Conclusions: The first incarnation of Missouri's Go Local project is scheduled to go live sometime within the next year. The project has proven to be complex and involved mainly due to problems with legacy data and inconsistent indexing, but Missouri Go Local promises to aid consumers in finding pertinent local resources."
